6|6|6|1|3|3|3|12|12|Judul album baru Jackson diambil dari salah satu judul lagunya yang bertajuk Xscape
6|6|7|1|24|24|3|11|11|Vidi Aldiano salah satu penyanyi yang dipercaya berada di album " Melody_Chrisye " mengaku bangga karena bisa memberikan suaranya dan menyanyikan lagu - lagu Chrisye dengan nuansa yang berbeda
6|6|6|1|0|0|3|7|7|Kim_Hyun_Joong baru saja merilis album terbarunya bertajuk Round3
6|6|6|1|0|0|3|14|14|Marcell_Siahaan mengungkapkan , di tahun 2018 nanti dirinya akan merilis album terbarunya yang bertajuk Menurut_Saya
7|7|7|1|13|13|3|7|7|Track yang juga menjadi judul album , Oh_My_My adalah anthem funk yang menggandeng Cassius
6|6|6|1|2|2|3|29|29|com - Iwan_Fals mengajak grup band lainnya yang tergabung di bawah label Musica Studio seperti NOAH , Geisha , Nidji dan d Masiv untuk menggarap sebuah project album bertajuk SATU
6|6|6|1|9|9|3|19|19|Junho 2 PM - 11 September Personel 2 PM Junho mencoba untuk berkarier solo dengan merilis album mini bertajuk Canvas
6|6|6|1|2|2|3|17|17|JAKARTA - Katy_Perry menggaet rapper Nikcy Minaj untuk single terbarunya yang berjudul Swish Swish dari album kelima Witnes
6|6|6|1|6|6|3|14|14|Lagu - lagu terakhir yang direkam Bowie itu akan terdapat di dalam album bertajuk Lazarus_Cast_Album , termasuk lagu berjudul Lazarus yang sebelumnya terdapat di album Blackstar ( 2015 )
6|6|6|1|4|4|3|14|14|COM - Grup musik HIVI merilis album keduanya pada 23 Maret 2017 yang bertajuk Kereta_Kencan
6|6|6|1|12|12|3|19|19|Molino Pramuka sebagai salah satu unit usaha kwartir nasional gerakan pramuka , Radja pun tengah menyiapkan sebuah album bertajuk Dari_Radja_Untuk_Pramuka_Indonesia
7|7|7|1|4|4|3|23|23|Album yang diproduseri oleh Michael " Elvis " Baskette , yang juga memproduseri album Trivium , Limp Bizkit , Stone Temple Pilots , Incubus , dan lainnya
6|6|7|1|6|6|3|12|12|Tiga dari album yang ditelurkan oleh Soundgarden , termasuk album yang berjudul Superunknown ( 1994 ) berhasil menyabet penghargaan platinum
7|7|7|1|7|7|3|21|21|ID , SEOUL - - Pimpinan grup Big_Bang , G Dragon baru saja meluncurkan dua dari tiga bagian album terbarunya bertajuk Coup_d_Etat
6|6|6|1|0|0|3|4|4|FT_ISLAND akan merilis album I_WIll , 23 Maret mendatang
6|6|6|1|6|6|3|10|10|Pada 14 April 1965 , album lenso pun dirilis bertajuk Bersuka_Ria_Dengan_Irama_Lenso
6|6|6|1|10|10|3|23|23|Di tahun 2012 ini , band pengusung alternative metal , Papa Roach , akan kembali dengan album ke delapan mereka yang diberi judul The_Connection
7|7|6|1|18|18|3|12|12|com - Beberapa musisi papan atas berkolaborasi dalam sebuah album yang berjudul SATU , beberapa di antaranya adalah Ariel NOAH , Iwan Fals dan Ryan d Masiv
6|6|6|1|2|2|3|13|13|Sebelumnya , Billy_Ray_Cyrus menduduki peringkat yang sama selama 17 minggu dengan album berjudul Some_Gave_All pada 1992
6|6|7|1|17|17|3|15|15|Selain dengan Lily , Greg pun pernah memproduseri album Truth About Love milik Pink dan Wrapped_in_Red punya Kelly_Clarkson
6|6|6|1|12|12|3|15|15|Single M A N I A akan masuk ke dalam album barunya The_Weeknd yang bertajuk Starboy , dirilis pada esok hari 25 November 2016
6|6|6|1|9|9|3|15|15|com - Satu tahun berlalu setelah masa transisi , CJR merilis debut album mereka bertajuk LEBIH_BAIK
7|7|7|1|20|20|3|5|5|Dalam album yang diberi judul Reincarnated itu , Snoop yang kali ini berganti nama menjadi Snoop Lion itu menggaet aktor Eddie_Murphy
6|6|6|1|34|34|3|53|53|JYP Entertainment merilis poster fanmeeting kedua Suzy bertajuk Suzys Attic #2 yang akan diselenggarakan bertepatan pada hari ulang tahunnya yaitu 10 Oktober di Baekam Art Hall pukul 8 malam Waktu Korea Mengutip Allkpop , Suzy akan kembali menunjukkan sisi penyanyinya dalam fan meeting tersebut dengan menampilkan lagu - lagu dari mini album pertamanya Yes_?_No_?
